film,developer,dilution,iso,inversion_20c_min,rotary_20c_min_0.85,rotary_20c_min_0.90
AgfaPhoto APX 100,D-76,1+1,50,8.5,7.22,7.65
AgfaPhoto APX 100,D-76,1+3,100,21.0,17.85,18.9
AgfaPhoto APX 100,D-76,1+3,50,17.5,14.88,15.75
AgfaPhoto APX 100,D-76,stock,100,9.0,7.65,8.1
AgfaPhoto APX 100,D-76,stock,200,11.0,9.35,9.9
AgfaPhoto APX 100,D-76,stock,50,7.0,5.95,6.3
AgfaPhoto APX 100,Eco Pro,1+1,100,10.0,8.5,9.0
AgfaPhoto APX 100,Eco Pro,1+1,50,8.5,7.22,7.65
AgfaPhoto APX 100,Eco Pro,stock,100,8.0,6.8,7.2
AgfaPhoto APX 100,Eco Pro,stock,50,6.5,5.52,5.85
AgfaPhoto APX 100,Foma Universal,1+3,100,6.0,5.1,5.4
AgfaPhoto APX 100,Fomadon Excel,stock,100,9.5,8.07,8.55
AgfaPhoto APX 100,Fomadon LQN,1+10,100,7.5,6.38,6.75
AgfaPhoto APX 100,Fomadon P,stock,100,10.0,8.5,9.0
AgfaPhoto APX 100,Fomadon R09,1+100,100,64.0,54.4,57.6
AgfaPhoto APX 100,Fomadon R09,1+50,100,16.5,14.03,14.85
AgfaPhoto APX 100,FX-2,1+1+8,64,10.0,8.5,9.0
AgfaPhoto APX 100,FX-39,1+9,100,8.0,6.8,7.2
AgfaPhoto APX 100,FX-55,1+9,100,9.0,7.65,8.1
AgfaPhoto APX 100,HC-110,1+31,100,6.5,5.52,5.85
AgfaPhoto APX 100,HC-110,B,100,7.5,6.38,6.75
AgfaPhoto APX 100,HC-110,B,200,10.0,8.5,9.0
AgfaPhoto APX 100,HC-110,B,400,15.0,12.75,13.5
AgfaPhoto APX 100,HC-110,B,800,30.0,25.5,27.0
AgfaPhoto APX 100,ID-11,1+1,100,11.5,9.78,10.35
AgfaPhoto APX 100,ID-11,1+1,200,15.5,13.17,13.95
AgfaPhoto APX 100,ID-11,1+1,50,8.5,7.22,7.65
AgfaPhoto APX 100,ID-11,1+3,100,21.0,17.85,18.9
AgfaPhoto APX 100,ID-11,1+3,50,17.5,14.88,15.75
AgfaPhoto APX 100,ID-11,stock,100,9.0,7.65,8.1
AgfaPhoto APX 100,ID-11,stock,200,11.0,9.35,9.9
AgfaPhoto APX 100,ID-11,stock,50,7.0,5.95,6.3
AgfaPhoto APX 100,Ilfosol 3,1+14,100,7.75,6.59,6.98
AgfaPhoto APX 100,Ilfosol 3,1+9,100,5.5,4.67,4.95
AgfaPhoto APX 100,Ilfotec DD-X,1+4,100,10.5,8.92,9.45
AgfaPhoto APX 100,Ilfotec DD-X,1+4,200,12.5,10.62,11.25
AgfaPhoto APX 100,Ilfotec DD-X,1+4,50,8.5,7.22,7.65
AgfaPhoto APX 100,Ilfotec HC,1+15,100,4.0,3.4,3.6
AgfaPhoto APX 100,Ilfotec HC,1+15,200,5.0,4.25,4.5
AgfaPhoto APX 100,Ilfotec HC,1+31,100,6.5,5.52,5.85
AgfaPhoto APX 100,Ilfotec HC,1+31,200,8.0,6.8,7.2
AgfaPhoto APX 100,Ilfotec HC,1+31,50,5.0,4.25,4.5
AgfaPhoto APX 100,Ilfotec LC29,1+19,100,7.0,5.95,6.3
AgfaPhoto APX 100,Ilfotec LC29,1+19,200,8.0,6.8,7.2
AgfaPhoto APX 100,Ilfotec LC29,1+19,50,5.5,4.67,4.95
AgfaPhoto APX 100,Ilfotec LC29,1+29,100,11.0,9.35,9.9
AgfaPhoto APX 100,Ilfotec LC29,1+29,50,7.5,6.38,6.75
AgfaPhoto APX 100,Ilfotec LC29,1+9,100,4.0,3.4,3.6
AgfaPhoto APX 100,Ilfotec LC29,1+9,200,5.0,4.25,4.5
AgfaPhoto APX 100,Microphen,1+1,100,10.5,8.92,9.45
AgfaPhoto APX 100,Microphen,1+1,200,14.0,11.9,12.6
AgfaPhoto APX 100,Microphen,1+3,100,14.5,12.32,13.05
AgfaPhoto APX 100,Microphen,stock,100,8.5,7.22,7.65
AgfaPhoto APX 100,Microphen,stock,200,9.0,7.65,8.1
AgfaPhoto APX 100,Mikratol-2,1+50,100,18.0,15.3,16.2
AgfaPhoto APX 100,Neofin Blue,1+5,100,10.0,8.5,9.0
AgfaPhoto APX 100,Neofin Blue,1+9,100,15.0,12.75,13.5
AgfaPhoto APX 100,Paranol S,1+25,100,11.0,9.35,9.9
AgfaPhoto APX 100,Paranol S,1+50,100,22.0,18.7,19.8
AgfaPhoto APX 100,Paranol S,1+50,100,55.0,46.75,49.5
AgfaPhoto APX 100,Parvofin,stock,100,5.5,4.67,4.95
AgfaPhoto APX 100,Perceptol,1+1,100,15.5,13.17,13.95
AgfaPhoto APX 100,Perceptol,1+1,50,13.5,11.47,12.15
AgfaPhoto APX 100,Perceptol,stock,100,12.5,10.62,11.25
AgfaPhoto APX 100,Perceptol,stock,50,9.5,8.07,8.55
AgfaPhoto APX 100,PQ Universal,1+19,100,3.5,2.98,3.15
AgfaPhoto APX 100,PQ Universal,1+29,100,4.5,3.82,4.05
AgfaPhoto APX 100,Rodinal,1+100,160,90.0,76.5,81.0
AgfaPhoto APX 100,Rodinal,1+100,400,120.0,102.0,108.0
AgfaPhoto APX 100,Rodinal,1+25,100,5.5,4.67,4.95
AgfaPhoto APX 100,Rodinal,1+50,100,10.0,8.5,9.0
AgfaPhoto APX 100,Rodinal,1+50,400,18.0,15.3,16.2
AgfaPhoto APX 100,Rodinal,1+50,400,60.0,51.0,54.0
AgfaPhoto APX 100,Rodinal,1+75,24,16.0,13.6,14.4
AgfaPhoto APX 100,Rollei Supergrain,1+15,125,7.0,5.95,6.3
AgfaPhoto APX 100,Silberra Ascorol,1+29,100,9.0,7.65,8.1
AgfaPhoto APX 100,Silberra Microl,stock,800,18.0,15.3,16.2
AgfaPhoto APX 100,Spur HRX,1+20,64,10.0,8.5,9.0
AgfaPhoto APX 100,Spur SLD,1+24,200,8.5,7.22,7.65
AgfaPhoto APX 100,Spur Speed-Major,1+14,640,12.0,10.2,10.8
AgfaPhoto APX 100,Spur Speed-Major,1+24,400,11.0,9.35,9.9
AgfaPhoto APX 100,Spur Speed-Major,1+35,200,8.5,7.22,7.65
AgfaPhoto APX 100,Spur Speed-Major,1+9,1000,13.0,11.05,11.7
AgfaPhoto APX 100,Spur TRX 2000,1+35,160,10.0,8.5,9.0
AgfaPhoto APX 100,Spur UFP,1+30,80,8.0,6.8,7.2
AgfaPhoto APX 100,Studional,1+30,100,9.0,7.65,8.1
AgfaPhoto APX 100,TMax Dev,1+4,200,8.5,7.22,7.65
AgfaPhoto APX 100,Ultrafin T-Plus,1+4,100,9.0,7.65,8.1
AgfaPhoto APX 100,Uncle Mort's,1+9,100,6.0,5.1,5.4
AgfaPhoto APX 100,XT-3,1+1,100,10.0,8.5,9.0
AgfaPhoto APX 100,XT-3,1+1,50,8.5,7.22,7.65
AgfaPhoto APX 100,XT-3,stock,100,8.0,6.8,7.2
AgfaPhoto APX 100,XT-3,stock,50,6.5,5.52,5.85
AgfaPhoto APX 100,Xtol,1+1,100,10.0,8.5,9.0
AgfaPhoto APX 100,Xtol,1+1,50,8.5,7.22,7.65
AgfaPhoto APX 100,Xtol,stock,100,8.0,6.8,7.2
AgfaPhoto APX 100,Xtol,stock,50,6.5,5.52,5.85
AgfaPhoto APX 400,510-Pyro,1+100,1600,25.0,21.25,22.5
AgfaPhoto APX 400,510-Pyro,1+100,400,11.0,9.35,9.9
AgfaPhoto APX 400,510-Pyro,1+100,400,20.5,17.43,18.45
AgfaPhoto APX 400,510-Pyro,1+100,800,13.25,11.26,11.93
AgfaPhoto APX 400,510-Pyro,1+100,800,15.5,13.17,13.95
AgfaPhoto APX 400,Acurol-N,1+50,200,11.5,9.78,10.35
AgfaPhoto APX 400,Acurol-N,1+50,320,12.0,10.2,10.8
AgfaPhoto APX 400,Adox HR-DEV,1+24,400,13.5,11.47,12.15
AgfaPhoto APX 400,ADX II,1+24,500,10.5,8.92,9.45
AgfaPhoto APX 400,Amaloco AM74,1+9,400,6.0,5.1,5.4
AgfaPhoto APX 400,Ars-Imago FD,1+39,400,6.5,5.52,5.85
AgfaPhoto APX 400,Ars-Imago FE,1+1,400,8.5,7.22,7.65
AgfaPhoto APX 400,Ars-Imago FE,1+1,800,10.0,8.5,9.0
AgfaPhoto APX 400,Atomal 49,1+2,320,25.0,21.25,22.5
AgfaPhoto APX 400,Atomal 49,stock,400,10.5,8.92,9.45
AgfaPhoto APX 400,Bellini Hydrofen,1+15,400,5.0,4.25,4.5
AgfaPhoto APX 400,Bellini Hydrofen,1+39,400,9.5,8.07,8.55
AgfaPhoto APX 400,D-23,1+1,400,15.0,12.75,13.5
AgfaPhoto APX 400,D-23,stock,400,9.0,7.65,8.1
AgfaPhoto APX 400,D-76,1+1,400,14.0,11.9,12.6
AgfaPhoto APX 400,D-76,1+1,800,17.0,14.45,15.3
AgfaPhoto APX 400,D-76,1+3,400,28.0,23.8,25.2
AgfaPhoto APX 400,D-76,stock,400,9.5,8.07,8.55
AgfaPhoto APX 400,D-76,stock,800,12.5,10.62,11.25
AgfaPhoto APX 400,D-96,stock,400,9.5,8.07,8.55
AgfaPhoto APX 400,DK-50,stock,320,5.0,4.25,4.5
AgfaPhoto APX 400,Eco Pro,1+1,1600,18.0,15.3,16.2
AgfaPhoto APX 400,Eco Pro,1+1,400,12.0,10.2,10.8
AgfaPhoto APX 400,Eco Pro,1+1,800,14.5,12.32,13.05
AgfaPhoto APX 400,Eco Pro,1+3,400,18.5,15.72,16.65
AgfaPhoto APX 400,Eco Pro,stock,1600,13.0,11.05,11.7
AgfaPhoto APX 400,Eco Pro,stock,3200,17.5,14.88,15.75
AgfaPhoto APX 400,Eco Pro,stock,400,9.0,7.65,8.1
AgfaPhoto APX 400,Eco Pro,stock,800,10.5,8.92,9.45
AgfaPhoto APX 400,FD10,1+9,400,12.0,10.2,10.8
AgfaPhoto APX 400,FD10,1+9,400,8.0,6.8,7.2
AgfaPhoto APX 400,Fomadon Excel,stock,400,11.0,9.35,9.9
AgfaPhoto APX 400,Fomadon LQN,1+10,400,9.5,8.07,8.55
AgfaPhoto APX 400,Fomadon P,stock,400,13.0,11.05,11.7
AgfaPhoto APX 400,Fomadon R09,1+50,400,10.75,9.14,9.68
AgfaPhoto APX 400,FX-39,1+19,400,37.0,31.45,33.3
AgfaPhoto APX 400,FX-39,1+9,400,11.0,9.35,9.9
AgfaPhoto APX 400,HC-110,B,1600,12.0,10.2,10.8
AgfaPhoto APX 400,HC-110,B,400,8.0,6.8,7.2
AgfaPhoto APX 400,HC-110,B,800,11.5,9.78,10.35
AgfaPhoto APX 400,HC-110,E,400,11.75,9.99,10.58
AgfaPhoto APX 400,HC-110,F,400,16.0,13.6,14.4
AgfaPhoto APX 400,ID-11,1+1,400,16.5,14.03,14.85
AgfaPhoto APX 400,ID-11,1+1,800,20.5,17.43,18.45
AgfaPhoto APX 400,ID-11,1+3,400,25.5,21.68,22.95
AgfaPhoto APX 400,ID-11,stock,1600,18.0,15.3,16.2
AgfaPhoto APX 400,ID-11,stock,400,9.5,8.07,8.55
AgfaPhoto APX 400,ID-11,stock,800,13.0,11.05,11.7
AgfaPhoto APX 400,Ilfosol 3,1+14,400,11.0,9.35,9.9
AgfaPhoto APX 400,Ilfosol 3,1+9,1600,17.0,14.45,15.3
AgfaPhoto APX 400,Ilfosol 3,1+9,400,6.75,5.74,6.08
AgfaPhoto APX 400,Ilfosol 3,1+9,800,10.5,8.92,9.45
AgfaPhoto APX 400,Ilfotec DD-X,1+4,400,11.5,9.78,10.35
AgfaPhoto APX 400,Ilfotec DD-X,1+4,800,13.0,11.05,11.7
AgfaPhoto APX 400,Ilfotec HC,1+15,400,4.5,3.82,4.05
AgfaPhoto APX 400,Ilfotec HC,1+15,800,6.5,5.52,5.85
AgfaPhoto APX 400,Ilfotec HC,1+31,400,8.0,6.8,7.2
AgfaPhoto APX 400,Ilfotec HC,1+31,800,12.5,10.62,11.25
AgfaPhoto APX 400,Ilfotec LC29,1+19,250,8.0,6.8,7.2
AgfaPhoto APX 400,Ilfotec LC29,1+19,400,8.0,6.8,7.2
AgfaPhoto APX 400,Ilfotec LC29,1+19,800,12.5,10.62,11.25
AgfaPhoto APX 400,Ilfotec LC29,1+29,200,9.0,7.65,8.1
AgfaPhoto APX 400,Ilfotec LC29,1+29,400,11.0,9.35,9.9
AgfaPhoto APX 400,Ilfotec LC29,1+9,400,4.5,3.82,4.05
AgfaPhoto APX 400,Ilfotec LC29,1+9,800,6.5,5.52,5.85
AgfaPhoto APX 400,Microphen,1+1,400,15.0,12.75,13.5
AgfaPhoto APX 400,Microphen,1+1,800,19.0,16.15,17.1
AgfaPhoto APX 400,Microphen,1+3,200,9.0,7.65,8.1
AgfaPhoto APX 400,Microphen,stock,1600,17.0,14.45,15.3
AgfaPhoto APX 400,Microphen,stock,400,8.0,6.8,7.2
AgfaPhoto APX 400,Microphen,stock,800,10.0,8.5,9.0
AgfaPhoto APX 400,Perceptol,1+1,320,23.0,19.55,20.7
AgfaPhoto APX 400,PMK,1+2+100,400,13.0,11.05,11.7
AgfaPhoto APX 400,Rodinal,1+25,1600,25.0,21.25,22.5
AgfaPhoto APX 400,Rodinal,1+25,1600,30.0,25.5,27.0
AgfaPhoto APX 400,Rodinal,1+25,400,11.5,9.78,10.35
AgfaPhoto APX 400,Rodinal,1+25,800,19.0,16.15,17.1
AgfaPhoto APX 400,Rodinal,1+50,320,21.0,17.85,18.9
AgfaPhoto APX 400,Rodinal,1+50,400,21.0,17.85,18.9
AgfaPhoto APX 400,Rodinal,1+50,800,31.5,26.77,28.35
AgfaPhoto APX 400,Rollei Supergrain,1+9,400,6.0,5.1,5.4
AgfaPhoto APX 400,Spur HRX,1+17,320,15.0,12.75,13.5
AgfaPhoto APX 400,Spur SLD,1+14,400,15.0,12.75,13.5
AgfaPhoto APX 400,Spur Speed-Major,1+11,800,11.0,9.35,9.9
AgfaPhoto APX 400,Spur Speed-Major,1+20,500,11.0,9.35,9.9
AgfaPhoto APX 400,Spur Speed-Major,1+24,400,9.0,7.65,8.1
AgfaPhoto APX 400,Spur Speed-Major,1+7,1600,15.0,12.75,13.5
AgfaPhoto APX 400,Spur Speed-Major,1+9,1000,13.0,11.05,11.7
AgfaPhoto APX 400,Spur TRX 2000,1+24,400,13.5,11.47,12.15
AgfaPhoto APX 400,Spur UFP,1+20,400,11.5,9.78,10.35
AgfaPhoto APX 400,Studional,1+30,400,8.0,6.8,7.2
AgfaPhoto APX 400,TMax Dev,1+4,400,5.5,4.67,4.95
AgfaPhoto APX 400,TMax Dev,1+9,1600,18.0,15.3,16.2
AgfaPhoto APX 400,TMax Dev,1+9,400,10.0,8.5,9.0
AgfaPhoto APX 400,TMax RS,stock,400,6.5,5.52,5.85
AgfaPhoto APX 400,Ultrafin T-Plus,1+4,400,10.0,8.5,9.0
AgfaPhoto APX 400,Uncle Mort's,1+9,400,10.0,8.5,9.0
AgfaPhoto APX 400,Wehner Developer,1+1+18,400,19.75,16.79,17.78
AgfaPhoto APX 400,XT-3,1+1,1600,18.0,15.3,16.2
AgfaPhoto APX 400,XT-3,1+1,400,12.0,10.2,10.8
AgfaPhoto APX 400,XT-3,1+1,800,14.5,12.32,13.05
AgfaPhoto APX 400,XT-3,1+3,400,18.5,15.72,16.65
AgfaPhoto APX 400,XT-3,stock,1600,13.0,11.05,11.7
AgfaPhoto APX 400,XT-3,stock,3200,17.5,14.88,15.75
AgfaPhoto APX 400,XT-3,stock,400,9.0,7.65,8.1
AgfaPhoto APX 400,XT-3,stock,800,10.5,8.92,9.45
AgfaPhoto APX 400,Xtol,1+1,1600,18.0,15.3,16.2
AgfaPhoto APX 400,Xtol,1+1,400,12.0,10.2,10.8
AgfaPhoto APX 400,Xtol,1+1,800,14.5,12.32,13.05
AgfaPhoto APX 400,Xtol,1+3,400,18.5,15.72,16.65
AgfaPhoto APX 400,Xtol,1+5,400,71.0,60.35,63.9
AgfaPhoto APX 400,Xtol,stock,1600,13.0,11.05,11.7
AgfaPhoto APX 400,Xtol,stock,3200,17.5,14.88,15.75
AgfaPhoto APX 400,Xtol,stock,400,9.0,7.65,8.1
AgfaPhoto APX 400,Xtol,stock,800,10.5,8.92,9.45
Argenti ARF+ 400,Fomadon LQN,1+10,400,10.0,8.5,9.0
Argenti ARF+ 400,HC-110,1+31,400,6.0,5.1,5.4
Argenti ARF+ 400,HC-110,H,400,12.0,10.2,10.8
Argenti ARF+ 400,Rodinal,1+50,1600,28.0,23.8,25.2
Argenti ARF+ 400,Rodinal,1+50,400,12.5,10.62,11.25
Argenti LSRF,Eco Pro,stock,50,8.0,6.8,7.2
Argenti LSRF,Fomadon LQN,1+10,50,7.0,5.95,6.3
Argenti LSRF,HC-110,H,25,12.5,10.62,11.25
Argenti LSRF,Rodinal,1+25,50,6.0,5.1,5.4
Argenti LSRF,Rollei D74,1+15,50,8.0,6.8,7.2
Argenti LSRF,Studional,1+15,50,7.5,6.38,6.75
Argenti LSRF,Uncle Mort's,1+9,50,8.0,6.8,7.2
Argenti LSRF,XT-3,stock,50,8.0,6.8,7.2
Argenti LSRF,Xtol,stock,50,8.0,6.8,7.2
Argenti Nanotomic-X,Eco Pro,stock,100,12.0,10.2,10.8
Argenti Nanotomic-X,Rodinal,1+200,25,60.0,51.0,54.0
Argenti Nanotomic-X,Studional,1+45,12,7.0,5.95,6.3
Argenti Nanotomic-X,XT-3,stock,100,12.0,10.2,10.8
Argenti Nanotomic-X,Xtol,stock,100,12.0,10.2,10.8
Argenti Pan-X,Finol,1+1+100,100,11.0,9.35,9.9
Argenti Pan-X,Rodinal,1+24,100,7.0,5.95,6.3
Argenti Pan-X,Rodinal,1+24,200,10.0,8.5,9.0
Argenti Pan-X,Rodinal,1+24,400,22.0,18.7,19.8
Argenti Panchromatic (Contrasto),Rodinal,1+25,200,8.0,6.8,7.2
Argenti Protopan 400,Acufine,stock,400,17.0,14.45,15.3
Argenti Protopan 400,D-76,stock,400,10.0,8.5,9.0
Argenti Protopan 400,Eco Pro,1+2,400,17.0,14.45,15.3
Argenti Protopan 400,HC-110,B,400,7.0,5.95,6.3
Argenti Protopan 400,ID-11,1+1,400,11.0,9.35,9.9
Argenti Protopan 400,Rodinal,1+25,400,10.0,8.5,9.0
Argenti Protopan 400,Rollei D74,1+15,400,5.5,4.67,4.95
Argenti Protopan 400,Studional,1+15,400,8.0,6.8,7.2
Argenti Protopan 400,Studional,1+30,200,7.75,6.59,6.98
Argenti Protopan 400,Studional,1+30,400,10.25,8.71,9.22
Argenti Protopan 400,Tanol,1+1+100,200,19.0,16.15,17.1
Argenti Protopan 400,Uncle Mort's,1+9,320,13.0,11.05,11.7
Argenti Protopan 400,XT-3,1+2,400,17.0,14.45,15.3
Argenti Protopan 400,Xtol,1+2,400,17.0,14.45,15.3
Arista EDU DX 100,Arista® 76 Powder,1+1,100,11.5,9.78,10.35
Arista EDU DX 100,Arista® 76 Powder,stock,100,9.0,7.65,8.1
Arista EDU DX 100,Arista® Liquid,1+9,100,7.0,5.95,6.3
Arista EDU DX 100,Arista® Premium Liquid,1+9,100,7.0,5.95,6.3
Arista EDU DX 100,Arista® Premium Powder,1+1,100,7.0,5.95,6.3
Arista EDU DX 100,Arista® Premium Powder,stock,100,6.0,5.1,5.4
Arista EDU DX 100,D-76,1+1,100,11.5,9.78,10.35
Arista EDU DX 100,D-76,1+1,200,15.5,13.17,13.95
Arista EDU DX 100,D-76,1+1,50,8.5,7.22,7.65
Arista EDU DX 100,D-76,1+3,100,20.0,17.0,18.0
Arista EDU DX 100,D-76,1+3,50,17.5,14.88,15.75
Arista EDU DX 100,D-76,stock,100,9.0,7.65,8.1
Arista EDU DX 100,D-76,stock,200,11.0,9.35,9.9
Arista EDU DX 100,D-76,stock,50,7.0,5.95,6.3
Arista EDU DX 100,HC-110,B,100,5.75,4.89,5.17
Arista EDU DX 100,ID-11,stock,100,9.0,7.65,8.1
Arista EDU DX 100,LegacyPro® L-110,1+31,100,5.75,4.89,5.17
Arista EDU DX 100,Marathon,1+9,100,6.0,5.1,5.4
Arista EDU DX 100,Rodinal,1+25,100,9.0,7.65,8.1
Arista EDU DX 400,Arista® 76 Powder,1+1,400,14.0,11.9,12.6
Arista EDU DX 400,Arista® 76 Powder,stock,400,9.5,8.07,8.55
Arista EDU DX 400,Arista® Liquid,1+9,400,7.0,5.95,6.3
Arista EDU DX 400,Arista® Premium Liquid,1+9,400,7.0,5.95,6.3
Arista EDU DX 400,Arista® Premium Powder,1+1,400,6.5,5.52,5.85
Arista EDU DX 400,Arista® Premium Powder,stock,400,5.5,4.67,4.95
Arista EDU DX 400,D-76,1+1,400,14.0,11.9,12.6
Arista EDU DX 400,D-76,1+1,800,17.0,14.45,15.3
Arista EDU DX 400,D-76,1+3,400,28.0,23.8,25.2
Arista EDU DX 400,D-76,stock,400,9.5,8.07,8.55
Arista EDU DX 400,D-76,stock,800,12.5,10.62,11.25
Arista EDU DX 400,HC-110,B,400,6.0,5.1,5.4
Arista EDU DX 400,ID-11,stock,400,9.5,8.07,8.55
Arista EDU DX 400,LegacyPro® L-110,1+31,400,6.0,5.1,5.4
Arista EDU DX 400,LegacyPro® L-110,H,400,10.0,8.5,9.0
Arista EDU DX 400,Marathon,1+9,400,6.25,5.31,5.62
Arista EDU DX 400,Rodinal,1+25,400,7.5,6.38,6.75
Arista EDU DX 400,Xtol,1+1,400,11.0,9.35,9.9
Arista EDU Ultra 100,510-Pyro,1+100,200,18.5,15.72,16.65
Arista EDU Ultra 100,510-Pyro,1+100,80,10.5,8.92,9.45
Arista EDU Ultra 100,Acufine,stock,100,3.5,2.98,3.15
Arista EDU Ultra 100,Arista® Premium,1+9,100,7.0,5.95,6.3
Arista EDU Ultra 100,Atomal 49,1+1,100,13.0,11.05,11.7
Arista EDU Ultra 100,Atomal 49,1+2,100,17.0,14.45,15.3
Arista EDU Ultra 100,Black/White & Green,1+49,100,11.75,9.99,10.58
Arista EDU Ultra 100,Cawanol,stock,100,17.0,14.45,15.3
Arista EDU Ultra 100,D-23,1+1,100,18.5,15.72,16.65
Arista EDU Ultra 100,D-23,stock,100,11.0,9.35,9.9
Arista EDU Ultra 100,D-23,stock,200,15.0,12.75,13.5
Arista EDU Ultra 100,D-76,1+1,100,10.0,8.5,9.0
Arista EDU Ultra 100,D-76,1+3,100,17.0,14.45,15.3
Arista EDU Ultra 100,D-96,stock,100,8.0,6.8,7.2
Arista EDU Ultra 100,DK-50,1+1,50,2.0,1.7,1.8
Arista EDU Ultra 100,Eco Pro,1+2,125,9.0,7.65,8.1
Arista EDU Ultra 100,F76+,1+9,100,7.0,5.95,6.3
Arista EDU Ultra 100,Fomadon LQN,1+10,100,18.0,15.3,16.2
Arista EDU Ultra 100,HC-110,B,100,6.0,5.1,5.4
Arista EDU Ultra 100,HC-110,B,50,4.5,3.82,4.05
Arista EDU Ultra 100,HC-110,H,100,11.5,9.78,10.35
Arista EDU Ultra 100,Ilfosol 3,1+14,100,6.0,5.1,5.4
Arista EDU Ultra 100,Ilfosol 3,1+9,100,5.0,4.25,4.5
Arista EDU Ultra 100,Ilfotec HC,1+79,100,13.0,11.05,11.7
Arista EDU Ultra 100,Ilfotec LC29,1+19,100,7.0,5.95,6.3
Arista EDU Ultra 100,Liquidol,1+19,100,1.0,0.85,0.9
Arista EDU Ultra 100,Marathon,1+9,100,6.0,5.1,5.4
Arista EDU Ultra 100,Microdol-X,stock,100,8.0,6.8,7.2
Arista EDU Ultra 100,PC-TEA,1+50,100,10.0,8.5,9.0
Arista EDU Ultra 100,Perceptol,stock,100,8.0,6.8,7.2
Arista EDU Ultra 100,Perceptol,stock,50,7.5,6.38,6.75
Arista EDU Ultra 100,Promicrol,1+14,200,13.0,11.05,11.7
Arista EDU Ultra 100,Rodinal,1+100,50,7.0,5.95,6.3
Arista EDU Ultra 100,Rodinal,1+25,100,3.5,2.98,3.15
Arista EDU Ultra 100,Rodinal,1+50,100,7.0,5.95,6.3
Arista EDU Ultra 100,Sprint Standard,1+9,100,8.5,7.22,7.65
Arista EDU Ultra 100,TMax RS,stock,100,5.5,4.67,4.95
Arista EDU Ultra 100,Ultrafin,1+20,100,7.5,6.38,6.75
Arista EDU Ultra 100,Ultrafin,1+20,100,4.5,3.82,4.05
Arista EDU Ultra 100,Ultrafin T-Plus,1+8,100,9.0,7.65,8.1
Arista EDU Ultra 100,WD2D+,1+1+50,50,7.0,5.95,6.3
Arista EDU Ultra 100,XT-3,1+2,125,9.0,7.65,8.1
Arista EDU Ultra 100,Xtol,1+2,125,9.0,7.65,8.1
Arista EDU Ultra 200,510-Pyro,1+100,100,11.25,9.56,10.12
Arista EDU Ultra 200,510-Pyro,1+100,800,13.5,11.47,12.15
Arista EDU Ultra 200,Acufine,stock,200,3.0,2.55,2.7
Arista EDU Ultra 200,Arista® Premium,1+9,200,7.5,6.38,6.75
Arista EDU Ultra 200,Atomal 49,1+1,200,13.0,11.05,11.7
Arista EDU Ultra 200,Atomal 49,1+2,200,17.0,14.45,15.3
Arista EDU Ultra 200,Atomal 49,3+2,200,8.0,6.8,7.2
Arista EDU Ultra 200,Black/White & Green,1+49,200,10.0,8.5,9.0
Arista EDU Ultra 200,Caffenol C-L,stock,200,70.0,59.5,63.0
Arista EDU Ultra 200,Cawanol,stock,200,15.0,12.75,13.5
Arista EDU Ultra 200,D-76,1+3,400,18.0,15.3,16.2
Arista EDU Ultra 200,Eco Pro,1+1,200,9.0,7.65,8.1
Arista EDU Ultra 200,Eco Pro,stock,200,6.0,5.1,5.4
Arista EDU Ultra 200,F76+,1+9,200,7.5,6.38,6.75
Arista EDU Ultra 200,HC-110,B,200,3.5,2.98,3.15
Arista EDU Ultra 200,HC-110,B,400,7.0,5.95,6.3
Arista EDU Ultra 200,HC-110,E,800,12.5,10.62,11.25
Arista EDU Ultra 200,ID-11,1+3,400,18.0,15.3,16.2
Arista EDU Ultra 200,Ilfosol 3,1+9,200,6.0,5.1,5.4
Arista EDU Ultra 200,Ilfotec DD-X,1+4,200,6.0,5.1,5.4
Arista EDU Ultra 200,Ilfotec HC,1+31,800,12.0,10.2,10.8
Arista EDU Ultra 200,Marathon,1+9,100,5.0,4.25,4.5
Arista EDU Ultra 200,Microdol-X,1+1,200,8.5,7.22,7.65
Arista EDU Ultra 200,Microdol-X,stock,200,9.0,7.65,8.1
Arista EDU Ultra 200,Perceptol,1+1,200,7.5,6.38,6.75
Arista EDU Ultra 200,Perceptol,stock,200,6.0,5.1,5.4
Arista EDU Ultra 200,PMK,1+2+50,250,12.0,10.2,10.8
Arista EDU Ultra 200,Rodinal,1+25,200,5.0,4.25,4.5
Arista EDU Ultra 200,Rodinal,1+50,400,14.0,11.9,12.6
Arista EDU Ultra 200,Silberra Ascorol,1+29,200,7.0,5.95,6.3
Arista EDU Ultra 200,Sprint Standard,1+9,200,6.5,5.52,5.85
Arista EDU Ultra 200,TMax RS,stock,200,4.5,3.82,4.05
Arista EDU Ultra 200,Ultrafin,1+20,200,7.5,6.38,6.75
Arista EDU Ultra 200,XT-3,1+1,200,9.0,7.65,8.1
Arista EDU Ultra 200,XT-3,stock,200,6.0,5.1,5.4
Arista EDU Ultra 200,Xtol,1+1,200,9.0,7.65,8.1
Arista EDU Ultra 200,Xtol,stock,200,6.0,5.1,5.4
Arista EDU Ultra 400,Acufine,stock,400,6.0,5.1,5.4
Arista EDU Ultra 400,Arista® 76 Powder,1+1,400,13.0,11.05,11.7
Arista EDU Ultra 400,Arista® Premium,1+9,400,8.0,6.8,7.2
Arista EDU Ultra 400,Atomal 49,1+1,400,13.0,11.05,11.7
