film,developer,dilution,iso,t35mm_min,t120_min,t_sheet_min,temp_c,mdc_row,source
Rollei RPX 400,ID-11,stock,1600,15.0,15.0,15.0,20.0,,MassiveDevChart
Rollei RPX 400,ID-11,stock,400,8.0,8.0,8.0,20.0,,MassiveDevChart
Rollei RPX 400,ID-11,stock,800,11.0,11.0,11.0,20.0,,MassiveDevChart
Rollei RPX 400,Ilfosol 3,1+14,400,11.0,11.0,11.0,20.0,,MassiveDevChart
Rollei RPX 400,Ilfosol 3,1+14,400,20.0,20.0,20.0,20.0,10765,MassiveDevChart
Rollei RPX 400,Ilfosol 3,1+14,800,25.0,25.0,25.0,20.0,,MassiveDevChart
Rollei RPX 400,Ilfosol 3,1+9,1600,20.25,20.25,20.25,20.0,,MassiveDevChart
Rollei RPX 400,Ilfosol 3,1+9,400,6.5,6.5,6.5,20.0,,MassiveDevChart
Rollei RPX 400,Ilfosol 3,1+9,800,15.0,15.0,15.0,20.0,,MassiveDevChart
Rollei RPX 400,Ilfotec DD-X,1+4,400,10.0,10.0,10.0,20.0,,MassiveDevChart
Rollei RPX 400,Ilfotec DD-X,1+4,800,12.0,12.0,12.0,20.0,,MassiveDevChart
Rollei RPX 400,Ilfotec HC,1+15,1600,8.0,8.0,8.0,20.0,,MassiveDevChart
Rollei RPX 400,Ilfotec HC,1+15,3200,11.5,11.5,11.5,20.0,,MassiveDevChart
Rollei RPX 400,Ilfotec HC,1+15,400,4.0,4.0,4.0,20.0,,MassiveDevChart
Rollei RPX 400,Ilfotec HC,1+15,800,5.5,5.5,5.5,20.0,,MassiveDevChart
Rollei RPX 400,Ilfotec HC,1+31,1600,15.0,15.0,15.0,20.0,,MassiveDevChart
Rollei RPX 400,Ilfotec HC,1+31,400,6.5,6.5,6.5,20.0,,MassiveDevChart
Rollei RPX 400,Ilfotec HC,1+31,800,10.5,10.5,10.5,20.0,,MassiveDevChart
Rollei RPX 400,Ilfotec LC29,1+19,400,8.0,8.0,8.0,20.0,,MassiveDevChart
Rollei RPX 400,Ilfotec LC29,1+19,800,12.5,12.5,12.5,20.0,,MassiveDevChart
Rollei RPX 400,Ilfotec LC29,1+9,400,4.5,4.5,4.5,20.0,,MassiveDevChart
Rollei RPX 400,Ilfotec LC29,1+9,800,6.5,6.5,6.5,20.0,,MassiveDevChart
Rollei RPX 400,JOBO Alpha,1+1+18,400,15.0,,,22.0,18883,MassiveDevChart
Rollei RPX 400,Microdol-X,1+3,400,25.0,25.0,25.0,20.0,,MassiveDevChart
Rollei RPX 400,Microdol-X,stock,400,11.0,11.0,11.0,20.0,,MassiveDevChart
Rollei RPX 400,Microphen,1+1,400,13.0,13.0,13.0,20.0,,MassiveDevChart
Rollei RPX 400,Microphen,1+1,800,16.0,16.0,16.0,20.0,,MassiveDevChart
Rollei RPX 400,Microphen,stock,1600,11.5,11.5,11.5,20.0,,MassiveDevChart
Rollei RPX 400,Microphen,stock,3200,16.5,16.5,16.5,20.0,,MassiveDevChart
Rollei RPX 400,Microphen,stock,400,7.0,7.0,7.0,20.0,,MassiveDevChart
Rollei RPX 400,Microphen,stock,800,10.0,10.0,10.0,20.0,,MassiveDevChart
Rollei RPX 400,Neopress HC,1+15,1600,6.0,6.0,6.0,20.0,,MassiveDevChart
Rollei RPX 400,Neopress HC,1+15,800,3.5,3.5,3.5,20.0,,MassiveDevChart
Rollei RPX 400,Neopress HC,1+31,400,6.0,6.0,6.0,20.0,,MassiveDevChart
Rollei RPX 400,Paranol S,1+25,400,11.0,11.0,11.0,20.0,,MassiveDevChart
Rollei RPX 400,Paranol S,1+50,400,28.0,28.0,28.0,20.0,,MassiveDevChart
Rollei RPX 400,PC-TEA,1+50,400,10.0,10.0,10.0,20.0,13942,MassiveDevChart
Rollei RPX 400,Perceptol,1+1,320,20.0,20.0,20.0,20.0,,MassiveDevChart
Rollei RPX 400,PMK,1+2+100,100,10.0,10.0,10.0,20.0,9236,MassiveDevChart
Rollei RPX 400,PMK,1+2+100,400,14.0,14.0,14.0,20.0,9235,MassiveDevChart
Rollei RPX 400,Promicrol,1+14,400,16.0,16.0,16.0,20.0,,MassiveDevChart
Rollei RPX 400,Promicrol,1+14,800,17.5,17.5,17.5,20.0,,MassiveDevChart
Rollei RPX 400,Promicrol,1+9,400,10.0,10.0,10.0,20.0,,MassiveDevChart
Rollei RPX 400,Pyrocat-HD,1+1+100,320,18.0,18.0,18.0,20.0,10763,MassiveDevChart
Rollei RPX 400,Rodinal,1+25,1600,,27.0,,20.0,,MassiveDevChart
Rollei RPX 400,Rodinal,1+25,400,12.0,12.0,12.0,20.0,,MassiveDevChart
Rollei RPX 400,Rodinal,1+25,800,18.0,18.0,18.0,20.0,,MassiveDevChart
Rollei RPX 400,Rodinal,1+50,200,,17.0,,20.0,19509,MassiveDevChart
Rollei RPX 400,Rodinal,1+50,400,21.0,21.0,21.0,20.0,,MassiveDevChart
Rollei RPX 400,Rodinal,1+50,800,25.0,25.0,25.0,20.0,,MassiveDevChart
Rollei RPX 400,Rodinal,1+87,3200,180.0,,,20.0,19010,MassiveDevChart
Rollei RPX 400,Rollei D74,1+10,400,5.5,5.5,5.5,20.0,15121,MassiveDevChart
Rollei RPX 400,Rollei D74,1+7,400,5.5,5.5,5.5,18.0,,MassiveDevChart
Rollei RPX 400,Rollei RHS DC,1+10,400,5.5,5.5,5.5,20.0,9937,MassiveDevChart
Rollei RPX 400,Rollei RHS DC,1+7,400,5.5,5.5,5.5,18.0,,MassiveDevChart
Rollei RPX 400,Rollei RLS Low Speed,1+4,200,18.0,18.0,18.0,24.0,,MassiveDevChart
Rollei RPX 400,Rollei RPX-D,1+11,400,11.0,11.0,11.0,20.0,,MassiveDevChart
Rollei RPX 400,Rollei RPX-D,1+4,3200,15.0,15.0,15.0,25.0,,MassiveDevChart
Rollei RPX 400,Rollei RPX-D,1+5,1600,14.0,14.0,14.0,24.0,,MassiveDevChart
Rollei RPX 400,Rollei RPX-D,1+7,800,13.0,13.0,13.0,22.0,,MassiveDevChart
Rollei RPX 400,Rollei Supergrain,1+12,400,7.0,7.0,7.0,20.0,,MassiveDevChart
Rollei RPX 400,Silberra Ascorol,1+29,400,8.0,8.0,8.0,20.0,,MassiveDevChart
Rollei RPX 400,Spur HRX,1+9,400,15.0,15.0,15.0,20.0,,MassiveDevChart
Rollei RPX 400,Spur NHC,1+15,500,10.0,10.0,10.0,20.0,14045,MassiveDevChart
Rollei RPX 400,Spur NHC,1+15,500,8.0,8.0,8.0,20.0,14044,MassiveDevChart
Rollei RPX 400,Spur NHC,1+15,640,14.0,14.0,14.0,20.0,14046,MassiveDevChart
Rollei RPX 400,Spur PXD,1+11,400,11.0,11.0,11.0,20.0,,MassiveDevChart
Rollei RPX 400,Spur PXD,1+3,4000,17.0,17.0,17.0,26.0,,MassiveDevChart
Rollei RPX 400,Spur PXD,1+4,3200,15.0,15.0,15.0,25.0,,MassiveDevChart
Rollei RPX 400,Spur PXD,1+5,1600,14.0,14.0,14.0,24.0,,MassiveDevChart
Rollei RPX 400,Spur PXD,1+7,800,13.0,13.0,13.0,22.0,,MassiveDevChart
Rollei RPX 400,Spur SD 2525,1+15,250,6.5,6.5,6.5,20.0,,MassiveDevChart
Rollei RPX 400,Spur SLD,1+10,800,14.0,14.0,14.0,24.0,14128,MassiveDevChart
Rollei RPX 400,Spur SLD,1+12,500,12.0,12.0,12.0,20.0,14072,MassiveDevChart
Rollei RPX 400,Spur SLD,1+9,240,6.0,6.0,6.0,20.0,,MassiveDevChart
Rollei RPX 400,Spur Speed-Major,1+14,1000,13.0,13.0,13.0,20.0,,MassiveDevChart
Rollei RPX 400,Spur Speed-Major,1+20,800,12.0,12.0,12.0,20.0,14392,MassiveDevChart
Rollei RPX 400,Spur Speed-Major,1+24,640,11.0,11.0,11.0,20.0,14391,MassiveDevChart
Rollei RPX 400,Spur Speed-Major,1+30,400,10.0,10.0,10.0,20.0,14390,MassiveDevChart
Rollei RPX 400,Spur Speed-Major,1+7,1600,15.0,15.0,15.0,20.0,,MassiveDevChart
Rollei RPX 400,Spur Speed-Major,1+9,1250,14.0,14.0,14.0,20.0,,MassiveDevChart
Rollei RPX 400,Spur TRX 2000,1+17,100,14.0,14.0,14.0,20.0,17732,MassiveDevChart
Rollei RPX 400,Spur UFP,1+17,400,12.0,12.0,12.0,20.0,,MassiveDevChart
Rollei RPX 400,Studional,1+15,400,5.0,5.0,5.0,20.0,,MassiveDevChart
Rollei RPX 400,Studional,1+15,640,6.25,6.25,6.25,20.0,,MassiveDevChart
Rollei RPX 400,Studional,1+31,320,,9.0,,20.0,,MassiveDevChart
Rollei RPX 400,Studional,1+31,400,,8.0,,20.0,,MassiveDevChart
Rollei RPX 400,TMax Dev,1+4,3200,15.0,15.0,15.0,24.0,,MassiveDevChart
Rollei RPX 400,TMax Dev,1+4,400,7.0,7.0,7.0,20.0,,MassiveDevChart
Rollei RPX 400,TMax Dev,1+9,1600,18.0,18.0,18.0,20.0,,MassiveDevChart
Rollei RPX 400,TMax Dev,1+9,400,10.0,10.0,10.0,20.0,,MassiveDevChart
Rollei RPX 400,Ultrafin,1+20,400,9.0,9.0,9.0,20.0,13684,MassiveDevChart
Rollei RPX 400,Uncle Mort's,1+9,400,10.0,10.0,10.0,20.0,,MassiveDevChart
Rollei RPX 400,XT-3,1+1,1600,18.0,18.0,18.0,20.0,,MassiveDevChart
Rollei RPX 400,XT-3,1+1,1600,15.0,15.0,15.0,24.0,,MassiveDevChart
Rollei RPX 400,XT-3,1+1,400,12.0,12.0,12.0,20.0,,MassiveDevChart
Rollei RPX 400,XT-3,1+1,800,14.5,14.5,14.5,20.0,,MassiveDevChart
Rollei RPX 400,XT-3,stock,1600,13.0,13.0,13.0,20.0,,MassiveDevChart
Rollei RPX 400,XT-3,stock,3200,17.5,17.5,17.5,20.0,,MassiveDevChart
Rollei RPX 400,XT-3,stock,400,9.0,9.0,9.0,20.0,,MassiveDevChart
Rollei RPX 400,XT-3,stock,800,10.5,10.5,10.5,20.0,,MassiveDevChart
Rollei RPX 400,Xtol,1+1,1600,18.0,18.0,18.0,20.0,,MassiveDevChart
Rollei RPX 400,Xtol,1+1,1600,15.0,15.0,15.0,24.0,,MassiveDevChart
Rollei RPX 400,Xtol,1+1,400,12.0,12.0,12.0,20.0,,MassiveDevChart
Rollei RPX 400,Xtol,1+1,800,14.5,14.5,14.5,20.0,,MassiveDevChart
Rollei RPX 400,Xtol,stock,1600,13.0,13.0,13.0,20.0,,MassiveDevChart
Rollei RPX 400,Xtol,stock,3200,17.5,17.5,17.5,20.0,,MassiveDevChart
Rollei RPX 400,Xtol,stock,400,9.0,9.0,9.0,20.0,,MassiveDevChart
Rollei RPX 400,Xtol,stock,800,10.5,10.5,10.5,20.0,,MassiveDevChart
Rollei Superpan 200,510-Pyro,1+100,200,14.0,14.0,,20.0,,MassiveDevChart
Rollei Superpan 200,510-Pyro,1+500,200,60.0,,,20.0,19163,MassiveDevChart
Rollei Superpan 200,Acufine,stock,200,4.5,4.5,,21.0,12008,MassiveDevChart
Rollei Superpan 200,Acufine,stock,400,4.5,4.5,,21.0,12009,MassiveDevChart
Rollei Superpan 200,Acurol-N,1+50,40,13.5,13.5,,20.0,9670,MassiveDevChart
Rollei Superpan 200,Adox HR-DEV,1+30,80,12.5,12.5,,20.0,13844,MassiveDevChart
Rollei Superpan 200,ADX II,1+24,160,11.0,11.0,,20.0,,MassiveDevChart
Rollei Superpan 200,Atomal 49,stock,800,13.0,13.0,,20.0,,MassiveDevChart
Rollei Superpan 200,Bellini DF2 Duo Step,stock,200,,,,20.0,,MassiveDevChart
Rollei Superpan 200,Bellini DF2 Duo Step,stock,640,,,,20.0,15263,MassiveDevChart
Rollei Superpan 200,Bellini DF2 Duo Step,stock,800,,,,20.0,15264,MassiveDevChart
Rollei Superpan 200,Bellini Hydrofen,1+15,200,4.0,4.0,,20.0,,MassiveDevChart
Rollei Superpan 200,Bellini Hydrofen,1+31,160,13.0,13.0,,20.0,,MassiveDevChart
Rollei Superpan 200,Beutler,1+1+10,160,9.5,9.5,,20.0,,MassiveDevChart
Rollei Superpan 200,Burton 195,1+1,200,75.0,75.0,,20.0,9428,MassiveDevChart
Rollei Superpan 200,D-23,stock,200,9.0,,,20.0,,MassiveDevChart
Rollei Superpan 200,D-76,1+1,200,14.0,14.0,,20.0,,MassiveDevChart
Rollei Superpan 200,D-76,1+2,200,18.0,18.0,,20.0,,MassiveDevChart
Rollei Superpan 200,D-76,1+3,200,22.0,22.0,,20.0,9106,MassiveDevChart
Rollei Superpan 200,D-76,2+15,100,30.0,30.0,,20.0,9972,MassiveDevChart
Rollei Superpan 200,D-76,2+15,1600,42.0,42.0,,20.0,9975,MassiveDevChart
Rollei Superpan 200,D-76,stock,200,10.0,,,20.0,19297,MassiveDevChart
Rollei Superpan 200,D-76,stock,200,,10.0,,20.0,19314,MassiveDevChart
Rollei Superpan 200,D-76,stock,200,10.0,10.0,,24.0,,MassiveDevChart
Rollei Superpan 200,D-76,stock,200,14.0,14.0,,20.0,14806,MassiveDevChart
Rollei Superpan 200,D-76,stock,320,11.0,11.0,,20.0,,MassiveDevChart
Rollei Superpan 200,D-76,stock,800,18.5,18.5,,20.0,,MassiveDevChart
Rollei Superpan 200,Diafine,stock,200,,,,20.0,,MassiveDevChart
Rollei Superpan 200,Diafine,stock,640,,,,20.0,12246,MassiveDevChart
Rollei Superpan 200,Diafine,stock,800,,,,20.0,12247,MassiveDevChart
Rollei Superpan 200,Eco Pro,1+1,200,14.0,14.0,,20.0,,MassiveDevChart
Rollei Superpan 200,Eco Pro,1+1,400,17.0,17.0,,20.0,,MassiveDevChart
Rollei Superpan 200,Eco Pro,1+2,400,21.0,21.0,,20.0,,MassiveDevChart
Rollei Superpan 200,Finol,1+1+100,160,11.5,11.5,,24.0,8571,MassiveDevChart
Rollei Superpan 200,Finol,1+1+100,250,12.5,12.5,,24.0,8570,MassiveDevChart
Rollei Superpan 200,Foma Universal,1+3,200,10.0,,,20.0,,MassiveDevChart
Rollei Superpan 200,Fomadon P,stock,200,14.0,14.0,,20.0,,MassiveDevChart
Rollei Superpan 200,Fomadon R09,1+100,200,45.0,45.0,,20.0,,MassiveDevChart
Rollei Superpan 200,FX-39,1+14,200,17.0,17.0,,20.0,,MassiveDevChart
Rollei Superpan 200,FX-39,1+9,200,13.5,13.5,,20.0,11357,MassiveDevChart
Rollei Superpan 200,FX-5,1+3,200,30.0,30.0,,20.0,9536,MassiveDevChart
Rollei Superpan 200,HC-110,B,200,8.0,8.0,,20.0,19315,MassiveDevChart
Rollei Superpan 200,HC-110,B,200,6.0,6.0,,20.0,9108,MassiveDevChart
Rollei Superpan 200,HC-110,H,200,14.0,14.0,,21.0,18199,MassiveDevChart
Rollei Superpan 200,HC-110,H,200,,14.0,,21.0,,MassiveDevChart
Rollei Superpan 200,ID-11,1+1,200,14.0,14.0,,20.0,,MassiveDevChart
Rollei Superpan 200,ID-11,1+2,200,18.0,18.0,,20.0,,MassiveDevChart
Rollei Superpan 200,ID-11,2+15,100,30.0,30.0,,20.0,9973,MassiveDevChart
Rollei Superpan 200,ID-11,2+15,1600,42.0,42.0,,20.0,9976,MassiveDevChart
Rollei Superpan 200,ID-11,stock,200,10.0,,,20.0,21689,MassiveDevChart
Rollei Superpan 200,ID-11,stock,200,14.0,14.0,,20.0,14805,MassiveDevChart
Rollei Superpan 200,ID-11,stock,320,11.0,11.0,,20.0,,MassiveDevChart
Rollei Superpan 200,ID-11,stock,800,18.5,18.5,,20.0,,MassiveDevChart
Rollei Superpan 200,Ilfosol 3,1+9,200,7.5,7.5,,20.0,,MassiveDevChart
Rollei Superpan 200,Ilfosol 3,1+9,200,10.0,10.0,,20.0,14602,MassiveDevChart
Rollei Superpan 200,Ilfotec DD-X,1+4,200,8.75,8.75,,20.0,,MassiveDevChart
Rollei Superpan 200,Ilfotec HC,1+31,200,9.5,,,20.0,,MassiveDevChart
Rollei Superpan 200,JOBO Alpha,1+1+18,100,6.0,,,22.0,18882,MassiveDevChart
Rollei Superpan 200,Microphen,stock,200,7.5,7.5,,22.0,,MassiveDevChart
Rollei Superpan 200,MZB,stock,80,6.5,6.5,,24.0,,MassiveDevChart
Rollei Superpan 200,Neofin Blue,1+5,200,4.0,4.0,,20.0,,MassiveDevChart
Rollei Superpan 200,Neofin Blue,1+9,200,6.0,6.0,,20.0,,MassiveDevChart
Rollei Superpan 200,Nucleol BF200,20+15+965,200,10.0,10.0,,20.0,,MassiveDevChart
Rollei Superpan 200,Paranol S,1+25,200,3.0,3.0,,20.0,,MassiveDevChart
Rollei Superpan 200,Paranol S,1+50,200,8.0,8.0,,20.0,,MassiveDevChart
Rollei Superpan 200,PC-TEA,1+50,200,14.0,,,20.0,,MassiveDevChart
Rollei Superpan 200,PMK,1+2+100,100,13.0,13.0,,20.0,,MassiveDevChart
Rollei Superpan 200,PMK,1+2+100,12,17.0,17.0,,21.0,8140,MassiveDevChart
Rollei Superpan 200,PMK,1+2+100,200,17.0,17.0,,20.0,,MassiveDevChart
Rollei Superpan 200,Pyrocat-HD,1+1+100,320,14.0,14.0,,20.0,,MassiveDevChart
Rollei Superpan 200,Pyrocat-HD,1+1+250,200,50.0,50.0,,20.0,,MassiveDevChart
Rollei Superpan 200,Rodinal,1+100,125,24.0,24.0,,20.0,,MassiveDevChart
Rollei Superpan 200,Rodinal,1+100,200,45.0,45.0,,20.0,,MassiveDevChart
Rollei Superpan 200,Rodinal,1+25,200,8.0,8.0,,20.0,,MassiveDevChart
Rollei Superpan 200,Rodinal,1+25,400,10.0,10.0,,20.0,,MassiveDevChart
Rollei Superpan 200,Rodinal,1+43,200,9.0,,,20.0,19031,MassiveDevChart
Rollei Superpan 200,Rodinal,1+50,100,15.0,15.0,,20.0,9930,MassiveDevChart
Rollei Superpan 200,Rodinal,1+50,200,17.0,17.0,,20.0,,MassiveDevChart
Rollei Superpan 200,Rollei D74,1+15,200,8.75,8.75,,20.0,,MassiveDevChart
Rollei Superpan 200,Rollei D74,1+7,200,6.5,6.5,,20.0,,MassiveDevChart
Rollei Superpan 200,Rollei D74,1+7,400,7.5,7.5,,20.0,,MassiveDevChart
Rollei Superpan 200,Rollei D74,1+9,200,7.0,7.0,,20.0,,MassiveDevChart
Rollei Superpan 200,Rollei RLS Low Speed,1+4,100,12.0,12.0,,24.0,11820,MassiveDevChart
Rollei Superpan 200,Rollei RLS Low Speed,1+4,200,12.0,12.0,,24.0,11821,MassiveDevChart
Rollei Superpan 200,Rollei RLS Low Speed,1+4,50,10.0,10.0,,24.0,,MassiveDevChart
Rollei Superpan 200,Silvermax,1+29,160,15.5,15.5,,20.0,11970,MassiveDevChart
Rollei Superpan 200,Silvermax,1+29,200,15.5,15.5,,20.0,11971,MassiveDevChart
Rollei Superpan 200,Silvermax,1+49,100,20.0,20.0,,22.0,11878,MassiveDevChart
Rollei Superpan 200,Silvermax,1+49,200,20.0,20.0,,22.0,11879,MassiveDevChart
Rollei Superpan 200,Spur HRX,1+11,40,12.0,12.0,,20.0,,MassiveDevChart
Rollei Superpan 200,Spur SLD,1+14,400,12.5,12.5,,24.0,14129,MassiveDevChart
Rollei Superpan 200,Spur SLD,1+20,125,8.0,8.0,,20.0,14073,MassiveDevChart
Rollei Superpan 200,Spur SLD,1+29,160,8.5,8.5,,20.0,11968,MassiveDevChart
Rollei Superpan 200,Spur SLD,1+29,200,8.5,8.5,,20.0,11969,MassiveDevChart
Rollei Superpan 200,Spur Speed-Major,1+14,640,12.0,12.0,,20.0,14360,MassiveDevChart
Rollei Superpan 200,Spur Speed-Major,1+20,400,11.0,11.0,,20.0,14359,MassiveDevChart
Rollei Superpan 200,Spur Speed-Major,1+24,200,10.0,10.0,,20.0,14358,MassiveDevChart
Rollei Superpan 200,Spur Speed-Major,1+30,100,9.0,9.0,,20.0,14357,MassiveDevChart
Rollei Superpan 200,Spur Speed-Major,1+9,1000,13.0,13.0,,20.0,14361,MassiveDevChart
Rollei Superpan 200,Spur TRX 2000,1+30,80,12.5,12.5,,20.0,17730,MassiveDevChart
Rollei Superpan 200,Spur UFP,1+24,50,8.0,8.0,,20.0,,MassiveDevChart
Rollei Superpan 200,Studional,1+15,250,6.5,6.5,,20.0,,MassiveDevChart
Rollei Superpan 200,Studional,1+31,160,13.0,13.0,,20.0,,MassiveDevChart
Rollei Superpan 200,Tanol,1+1+100,100,15.0,15.0,,24.0,,MassiveDevChart
Rollei Superpan 200,Tanol Speed,1+1+100,250,14.0,14.0,,24.0,,MassiveDevChart
Rollei Superpan 200,TMax Dev,1+4,125,6.0,6.0,,20.0,,MassiveDevChart
Rollei Superpan 200,TMax Dev,1+4,200,8.0,8.0,,24.0,,MassiveDevChart
Rollei Superpan 200,Ultrafin,1+20,200,15.0,15.0,,20.0,,MassiveDevChart
Rollei Superpan 200,Ultrafin,1+9,200,9.0,9.0,,20.0,,MassiveDevChart
Rollei Superpan 200,Ultrafin T-Plus,1+4,200,5.5,5.5,,20.0,,MassiveDevChart
Rollei Superpan 200,Ultrafine Liquid,1+4,400,13.5,13.5,,20.0,,MassiveDevChart
Rollei Superpan 200,XT-3,1+1,200,14.0,14.0,,20.0,,MassiveDevChart
Rollei Superpan 200,XT-3,1+1,400,17.0,17.0,,20.0,,MassiveDevChart
Rollei Superpan 200,XT-3,1+2,400,21.0,21.0,,20.0,,MassiveDevChart
Rollei Superpan 200,Xtol,1+1,200,14.0,14.0,,20.0,,MassiveDevChart
Rollei Superpan 200,Xtol,1+1,400,17.0,17.0,,20.0,,MassiveDevChart
Rollei Superpan 200,Xtol,1+2,400,21.0,21.0,,20.0,,MassiveDevChart
Santa RAE 1000,Bellini DF2 Duo Step,stock,1600,,,,25.0,,MassiveDevChart
Santa RAE 1000,Bellini DF2 Duo Step,stock,800,,,,24.0,,MassiveDevChart
Santa RAE 1000,D-76,1+1,1000,13.5,,,20.0,13726,MassiveDevChart
Santa RAE 1000,Diafine,stock,1600,,,,25.0,,MassiveDevChart
Santa RAE 1000,Diafine,stock,800,,,,24.0,,MassiveDevChart
Santa RAE 1000,Eco Pro,1+1,1000,13.5,,,20.0,,MassiveDevChart
Santa RAE 1000,Eco Pro,stock,1000,8.5,,,20.0,,MassiveDevChart
Santa RAE 1000,Eco Pro,stock,200,4.5,,,20.0,,MassiveDevChart
Santa RAE 1000,Eco Pro,stock,400,6.0,,,20.0,,MassiveDevChart
Santa RAE 1000,HC-110,1+100,1000,45.0,,,20.0,14705,MassiveDevChart
Santa RAE 1000,HC-110,B,1000,16.0,,,20.0,13728,MassiveDevChart
Santa RAE 1000,HC-110,G,1000,45.0,,,20.0,14706,MassiveDevChart
Santa RAE 1000,ID-11,1+1,1000,13.5,,,20.0,13725,MassiveDevChart
Santa RAE 1000,Ilfotec HC,1+119,200,45.0,,,20.0,,MassiveDevChart
Santa RAE 1000,Perceptol,1+3,1000,34.0,,,18.0,,MassiveDevChart
Santa RAE 1000,Rodinal,1+100,1000,60.0,,,20.0,14709,MassiveDevChart
Santa RAE 1000,Rodinal,1+25,1000,9.75,,,20.0,17345,MassiveDevChart
Santa RAE 1000,XT-3,1+1,1000,13.5,,,20.0,15788,MassiveDevChart
Santa RAE 1000,Xtol,1+1,1000,13.5,,,20.0,13727,MassiveDevChart
Santa RAE 1000,Xtol,stock,1000,8.5,,,20.0,,MassiveDevChart
Santa RAE 1000,Xtol,stock,200,4.5,,,20.0,,MassiveDevChart
Santa RAE 1000,Xtol,stock,400,6.0,,,20.0,,MassiveDevChart
Shanghai GP3 Pan 100,510-Pyro,1+100,100,12.5,,,20.0,16925,MassiveDevChart
Shanghai GP3 Pan 100,510-Pyro,1+100,100,6.0,,,20.0,,MassiveDevChart
Shanghai GP3 Pan 100,510-Pyro,1+100,125,10.0,,,20.0,,MassiveDevChart
Shanghai GP3 Pan 100,Acufine,stock,100,,4.0,4.0,20.0,9085,MassiveDevChart
Shanghai GP3 Pan 100,Acurol-N,1+60,100,,11.5,,20.0,18314,MassiveDevChart
Shanghai GP3 Pan 100,Adox HR-DEV,1+35,160,13.0,,,20.0,14743,MassiveDevChart
Shanghai GP3 Pan 100,Adox M-Q Borax,stock,160,7.5,,,20.0,,MassiveDevChart
Shanghai GP3 Pan 100,Amaloco AM74,1+19,50,,11.0,11.0,20.0,,MassiveDevChart
Shanghai GP3 Pan 100,Atomal 49,1+1,100,,11.5,11.5,20.0,,MassiveDevChart
Shanghai GP3 Pan 100,Atomal 49,1+2,100,18.0,,,20.0,,MassiveDevChart
Shanghai GP3 Pan 100,AVR-3,1+50,100,12.0,,,20.0,,MassiveDevChart
Shanghai GP3 Pan 100,AVR-3,1+50,200,18.0,,,20.0,,MassiveDevChart
Shanghai GP3 Pan 100,AVR-3,1+50,400,27.0,,,20.0,,MassiveDevChart
Shanghai GP3 Pan 100,Bellini DF2 Duo Step,stock,100,,,,20.0,,MassiveDevChart
Shanghai GP3 Pan 100,Bellini DF2 Duo Step,stock,160,,,,20.0,,MassiveDevChart
Shanghai GP3 Pan 100,Bellini Hydrofen,1+39,100,5.0,,,20.0,,MassiveDevChart
Shanghai GP3 Pan 100,Beutler,1+1+10,100,7.0,,,20.0,,MassiveDevChart
Shanghai GP3 Pan 100,Beutler,1+1+8,100,,18.0,18.0,20.0,,MassiveDevChart
Shanghai GP3 Pan 100,Caffenol C,stock,100,,10.0,10.0,20.0,,MassiveDevChart
Shanghai GP3 Pan 100,Caffenol C-H,stock,100,,15.0,15.0,20.0,14622,MassiveDevChart
Shanghai GP3 Pan 100,Caffenol C-L,stock,400,,75.0,75.0,20.0,8767,MassiveDevChart
Shanghai GP3 Pan 100,Caffenol C-M (rs),stock,100,,20.0,20.0,20.0,,MassiveDevChart
Shanghai GP3 Pan 100,D-23,1+1,100,12.0,,,20.0,,MassiveDevChart
Shanghai GP3 Pan 100,D-23,stock,100,,12.0,12.0,20.0,,MassiveDevChart
Shanghai GP3 Pan 100,D-72,1+4,100,,4.0,4.0,20.0,,MassiveDevChart
Shanghai GP3 Pan 100,D-76,1+1,100,,14.0,14.0,20.0,,MassiveDevChart
Shanghai GP3 Pan 100,D-76,1+1,100,7.0,,,20.0,14748,MassiveDevChart
Shanghai GP3 Pan 100,D-76,1+1,100,,14.5,14.5,20.0,10409,MassiveDevChart
Shanghai GP3 Pan 100,D-76,1+1,200,,12.5,,20.0,,MassiveDevChart
Shanghai GP3 Pan 100,D-76,1+1,400,,28.0,28.0,20.0,,MassiveDevChart
Shanghai GP3 Pan 100,D-76,1+3,100,,24.0,24.0,20.0,,MassiveDevChart
Shanghai GP3 Pan 100,D-76,stock,100,,,,20.0,,MassiveDevChart
Shanghai GP3 Pan 100,D-76,stock,100,,9.0,9.0,20.0,7703,MassiveDevChart
Shanghai GP3 Pan 100,D-76,stock,400,,14.0,14.0,20.0,,MassiveDevChart
Shanghai GP3 Pan 100,D-96,1+1,100,12.0,,,20.0,18466,MassiveDevChart
Shanghai GP3 Pan 100,D-96,stock,100,,,,20.0,,MassiveDevChart
Shanghai GP3 Pan 100,Dektol,1+4,100,,14.0,14.0,22.0,,MassiveDevChart
Shanghai GP3 Pan 100,Diafine,stock,100,,,,20.0,,MassiveDevChart
Shanghai GP3 Pan 100,Diafine,stock,160,,,,20.0,,MassiveDevChart
Shanghai GP3 Pan 100,DK-50,1+1,100,,10.0,10.0,20.0,9935,MassiveDevChart
Shanghai GP3 Pan 100,DK-50,1+1,100,,9.5,9.5,18.0,,MassiveDevChart
Shanghai GP3 Pan 100,Eco Pro,1+1,100,,10.0,10.0,20.0,,MassiveDevChart
Shanghai GP3 Pan 100,Eco Pro,1+1,80,6.5,,,20.0,14752,MassiveDevChart
