film,developer,dilution,iso,t35mm_min,t120_min,t_sheet_min,temp_c,mdc_row,source
FPP X-Ray,Rodinal,1+50,400,,11.0,,20.0,21678,MassiveDevChart
FPP X-Ray,Rodinal,1+50,6,,,15.0,20.0,,MassiveDevChart
FPP Yeti,D-76,1+1,6,11.0,,,20.0,,MassiveDevChart
FPP Yeti,D-96,stock,6,7.5,,,20.0,,MassiveDevChart
FPP Yeti,ID-11,1+1,6,11.0,,,20.0,,MassiveDevChart
FPP Yeti,Rodinal,1+50,6,10.0,,,20.0,,MassiveDevChart
FT-12,D-96,1+100,12,5.0,,,21.0,,MassiveDevChart
FT-12,Rodinal,1+100,50,45.0,,,20.0,17169,MassiveDevChart
Fuji Eterna-RDS 4791,Bellini DF2 Duo Step,stock,20,,,,20.0,,MassiveDevChart
Fuji Eterna-RDS 4791,D-76,1+1,6,11.0,,,20.0,,MassiveDevChart
Fuji Eterna-RDS 4791,Diafine,stock,20,,,,20.0,,MassiveDevChart
Fuji Eterna-RDS 4791,HC-110,B,6,12.0,,,20.0,17261,MassiveDevChart
Fuji Eterna-RDS 4791,ID-11,1+1,6,11.0,,,20.0,,MassiveDevChart
Fuji Eterna-RDS 4791,Nucleol BF200,20+15+965,25,9.0,,,20.0,,MassiveDevChart
Fuji Eterna-RDS 4791,Ultrafin,1+20,15,15.75,,,20.0,,MassiveDevChart
Fuji Neopan 100 Acros II,510-Pyro,1+100,100,7.75,7.75,7.75,20.0,16805,MassiveDevChart
Fuji Neopan 100 Acros II,510-Pyro,1+100,100,15.5,15.5,15.5,20.0,16782,MassiveDevChart
Fuji Neopan 100 Acros II,510-Pyro,1+100,100,6.0,6.0,6.0,21.0,5037,MassiveDevChart
Fuji Neopan 100 Acros II,777,stock,50,8.0,8.0,8.0,24.0,4904,MassiveDevChart
Fuji Neopan 100 Acros II,Acufine,stock,100,3.0,3.0,3.0,20.0,9160,MassiveDevChart
Fuji Neopan 100 Acros II,Acurol-N,1+70,50,13.5,13.5,13.5,20.0,9653,MassiveDevChart
Fuji Neopan 100 Acros II,Adox HR-DEV,1+35,100,11.0,11.0,11.0,20.0,13807,MassiveDevChart
Fuji Neopan 100 Acros II,ADX II,1+24,100,8.5,8.5,8.5,20.0,11229,MassiveDevChart
Fuji Neopan 100 Acros II,Amaloco AM74,1+7,100,4.0,4.0,4.0,20.0,836,MassiveDevChart
Fuji Neopan 100 Acros II,Amaloco AM74,1+7,200,6.5,6.5,6.5,20.0,837,MassiveDevChart
Fuji Neopan 100 Acros II,Arista® Liquid,1+9,100,7.0,7.0,7.0,20.0,10527,MassiveDevChart
Fuji Neopan 100 Acros II,Ars-Imago FD,1+39,100,4.0,4.0,4.0,20.0,10876,MassiveDevChart
Fuji Neopan 100 Acros II,Ars-Imago FD,1+39,200,5.0,5.0,5.0,20.0,10875,MassiveDevChart
Fuji Neopan 100 Acros II,Ars-Imago FD,1+59,100,6.5,6.5,6.5,20.0,14429,MassiveDevChart
Fuji Neopan 100 Acros II,Ars-Imago FE,1+1,100,8.0,8.0,8.0,20.0,14478,MassiveDevChart
Fuji Neopan 100 Acros II,Ars-Imago FE,1+1,200,10.0,10.0,10.0,20.0,14479,MassiveDevChart
Fuji Neopan 100 Acros II,Ars-Imago FE,1+1,50,6.5,6.5,6.5,20.0,14477,MassiveDevChart
Fuji Neopan 100 Acros II,Atomal 49,1+2,100,14.0,14.0,14.0,22.0,10769,MassiveDevChart
Fuji Neopan 100 Acros II,Atomal 49,stock,100,7.25,7.25,7.25,20.0,8796,MassiveDevChart
Fuji Neopan 100 Acros II,Bellini DF2 Duo Step,stock,100,,,,20.0,15209,MassiveDevChart
Fuji Neopan 100 Acros II,Bellini DF2 Duo Step,stock,200,,,,22.0,15210,MassiveDevChart
Fuji Neopan 100 Acros II,Bellini Hydrofen,1+39,100,6.0,6.0,6.0,20.0,11684,MassiveDevChart
Fuji Neopan 100 Acros II,Bellini Hydrofen,1+39,200,7.5,7.5,7.5,20.0,11685,MassiveDevChart
Fuji Neopan 100 Acros II,Bergger Superfine,1+4,50,12.0,12.0,12.0,24.0,17493,MassiveDevChart
Fuji Neopan 100 Acros II,Berspeed,1+1,100,11.0,11.0,11.0,20.0,10992,MassiveDevChart
Fuji Neopan 100 Acros II,Berspeed,1+1,100,8.0,8.0,8.0,24.0,11014,MassiveDevChart
Fuji Neopan 100 Acros II,Black/White & Green,1+49,100,12.25,12.25,12.25,20.0,16901,MassiveDevChart
Fuji Neopan 100 Acros II,Caffenol C-M,stock,200,15.0,15.0,15.0,20.0,12002,MassiveDevChart
Fuji Neopan 100 Acros II,Caffenol C-M,stock,400,15.0,15.0,15.0,20.0,12003,MassiveDevChart
Fuji Neopan 100 Acros II,Caffenol Concoction,stock,100,15.0,15.0,15.0,20.0,10743,MassiveDevChart
Fuji Neopan 100 Acros II,Cawanol,stock,100,16.5,16.5,16.5,20.0,14946,MassiveDevChart
Fuji Neopan 100 Acros II,D-19,1+1,200,8.0,8.0,8.0,20.0,9334,MassiveDevChart
Fuji Neopan 100 Acros II,D-19,1+2,200,9.0,9.0,9.0,20.0,9535,MassiveDevChart
Fuji Neopan 100 Acros II,D-23,stock,100,9.0,9.0,9.0,20.0,4794,MassiveDevChart
Fuji Neopan 100 Acros II,D-72,stock,100,3.0,3.0,3.0,20.0,12524,MassiveDevChart
Fuji Neopan 100 Acros II,D-76,1+1,100,10.5,10.5,10.5,20.0,840,MassiveDevChart
Fuji Neopan 100 Acros II,D-76,1+1,200,14.5,14.5,14.5,20.0,10755,MassiveDevChart
Fuji Neopan 100 Acros II,D-76,1+1,400,17.0,17.0,17.0,20.0,10866,MassiveDevChart
Fuji Neopan 100 Acros II,D-76,1+1,800,21.0,21.0,21.0,20.0,10921,MassiveDevChart
Fuji Neopan 100 Acros II,D-76,1+3,100,14.5,14.5,14.5,20.0,9934,MassiveDevChart
Fuji Neopan 100 Acros II,D-76,1+3,100,17.0,17.0,17.0,20.0,5445,MassiveDevChart
Fuji Neopan 100 Acros II,D-76,stock,100,7.25,7.25,7.25,20.0,839,MassiveDevChart
Fuji Neopan 100 Acros II,D-76,stock,100,5.25,5.25,5.25,24.0,5179,MassiveDevChart
Fuji Neopan 100 Acros II,D-76,stock,200,10.0,10.0,10.0,20.0,841,MassiveDevChart
Fuji Neopan 100 Acros II,D-76,stock,400,10.0,10.0,10.0,21.0,17180,MassiveDevChart
Fuji Neopan 100 Acros II,D-76,stock,64,6.25,6.25,6.25,20.0,4706,MassiveDevChart
Fuji Neopan 100 Acros II,Diafine,stock,100,,,,20.0,7729,MassiveDevChart
Fuji Neopan 100 Acros II,Diafine,stock,200,,,,22.0,842,MassiveDevChart
Fuji Neopan 100 Acros II,DiXactol Ultra,1+7+300,100,9.5,9.5,9.5,21.0,8779,MassiveDevChart
Fuji Neopan 100 Acros II,DK-50,1+1,100,6.0,6.0,6.0,20.0,9158,MassiveDevChart
Fuji Neopan 100 Acros II,Eco Pro,1+1,100,9.5,10.0,9.5,20.0,13123,MassiveDevChart
Fuji Neopan 100 Acros II,Eco Pro,1+1,200,13.0,13.0,13.0,20.0,13127,MassiveDevChart
Fuji Neopan 100 Acros II,Eco Pro,1+1,400,22.0,22.0,22.0,20.0,13128,MassiveDevChart
Fuji Neopan 100 Acros II,Eco Pro,1+2,100,13.0,13.0,13.0,20.0,13124,MassiveDevChart
Fuji Neopan 100 Acros II,Eco Pro,1+3,100,14.0,14.0,14.0,20.0,13125,MassiveDevChart
Fuji Neopan 100 Acros II,Eco Pro,1+4,100,16.0,16.0,16.0,20.0,13129,MassiveDevChart
Fuji Neopan 100 Acros II,Eco Pro,stock,100,8.0,8.0,8.0,20.0,13126,MassiveDevChart
Fuji Neopan 100 Acros II,Emofin,stock,100,,,,20.0,9693,MassiveDevChart
Fuji Neopan 100 Acros II,Emofin,stock,200,,,,20.0,5381,MassiveDevChart
Fuji Neopan 100 Acros II,EXG1,stock,200,20.0,20.0,20.0,21.0,14629,MassiveDevChart
Fuji Neopan 100 Acros II,F76+,1+19,100,7.5,7.5,7.5,20.0,8251,MassiveDevChart
Fuji Neopan 100 Acros II,F76+,1+9,100,5.5,5.5,5.5,20.0,846,MassiveDevChart
Fuji Neopan 100 Acros II,FA-1027,1+14,100,10.5,10.5,10.5,20.0,14822,MassiveDevChart
Fuji Neopan 100 Acros II,FD10,1+14,100,10.0,10.0,10.0,20.0,8348,MassiveDevChart
Fuji Neopan 100 Acros II,FD10,1+14,100,16.0,16.0,16.0,20.0,8349,MassiveDevChart
Fuji Neopan 100 Acros II,FD10,1+4,1600,23.0,23.0,23.0,20.0,8790,MassiveDevChart
Fuji Neopan 100 Acros II,FD10,1+9,100,7.0,7.0,7.0,20.0,5050,MassiveDevChart
Fuji Neopan 100 Acros II,FD10,1+9,100,9.0,9.0,9.0,20.0,8347,MassiveDevChart
Fuji Neopan 100 Acros II,Finol,1+1+100,80,11.5,11.5,11.5,24.0,8546,MassiveDevChart
Fuji Neopan 100 Acros II,Fomadon Excel,1+2,100,8.5,8.5,8.5,20.0,9164,MassiveDevChart
Fuji Neopan 100 Acros II,Fomadon Excel,1+3,100,9.5,9.5,9.5,20.0,9163,MassiveDevChart
Fuji Neopan 100 Acros II,Fomadon LQN,1+10,100,8.0,8.0,8.0,20.0,5516,MassiveDevChart
Fuji Neopan 100 Acros II,Fuji Microfine,1+1,100,,,,20.0,16690,MassiveDevChart
Fuji Neopan 100 Acros II,Fuji Microfine,1+1,100,10.5,10.5,,22.0,18608,MassiveDevChart
Fuji Neopan 100 Acros II,Fuji Microfine,1+1,100,8.75,8.75,,24.0,18609,MassiveDevChart
Fuji Neopan 100 Acros II,Fuji Microfine,1+1,100,,,,26.0,18610,MassiveDevChart
Fuji Neopan 100 Acros II,Fuji Microfine,stock,100,12.5,12.5,,18.0,18604,MassiveDevChart
Fuji Neopan 100 Acros II,Fuji Microfine,stock,100,10.0,10.0,10.0,20.0,16689,MassiveDevChart
Fuji Neopan 100 Acros II,Fuji Microfine,stock,100,13.0,13.0,,20.0,18603,MassiveDevChart
Fuji Neopan 100 Acros II,Fuji Microfine,stock,100,8.5,8.5,,22.0,18605,MassiveDevChart
Fuji Neopan 100 Acros II,Fuji Microfine,stock,100,7.0,7.0,,24.0,18606,MassiveDevChart
Fuji Neopan 100 Acros II,Fuji Microfine,stock,100,5.75,5.75,,26.0,18607,MassiveDevChart
Fuji Neopan 100 Acros II,FX-19,stock,100,8.0,8.0,8.0,20.0,4795,MassiveDevChart
Fuji Neopan 100 Acros II,FX-37,1+3,100,6.5,6.5,6.5,20.0,12554,MassiveDevChart
Fuji Neopan 100 Acros II,FX-39,1+14,100,8.25,8.25,8.25,20.0,5565,MassiveDevChart
Fuji Neopan 100 Acros II,FX-39,1+19,100,11.0,11.0,11.0,20.0,5607,MassiveDevChart
Fuji Neopan 100 Acros II,FX-39,1+40,100,16.75,16.75,16.75,20.5,5608,MassiveDevChart
Fuji Neopan 100 Acros II,FX-39,1+9,100,7.0,7.0,7.0,20.0,15675,MassiveDevChart
Fuji Neopan 100 Acros II,FX-39,1+9,200,6.5,6.5,6.5,20.0,852,MassiveDevChart
Fuji Neopan 100 Acros II,FX-55,1+9,100,11.0,11.0,11.0,20.0,8081,MassiveDevChart
Fuji Neopan 100 Acros II,GSD-10,1+10,200,28.0,28.0,28.0,21.0,8445,MassiveDevChart
Fuji Neopan 100 Acros II,HC-110,1+141,100,45.0,45.0,45.0,21.0,16762,MassiveDevChart
Fuji Neopan 100 Acros II,HC-110,B,100,5.5,5.0,5.5,20.0,11782,MassiveDevChart
Fuji Neopan 100 Acros II,HC-110,B,125,5.5,5.0,5.5,20.0,11783,MassiveDevChart
Fuji Neopan 100 Acros II,HC-110,B,200,7.5,7.5,7.5,20.0,15587,MassiveDevChart
